piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,114.2,81.4,90.0,129.2,81.4,90.0,129.2,79.0,93.0,76.0,76.0,76.0,78.0,78.0,78.0
BKO_E2_D4_05_Sandia_T,91.98,95.4,90.4,97.0,95.4,90.4,97.0,72.0,100.0,103.0,103.0,103.0,102.0,102.0,102.0
BKO_E2_D4_01_Suku_T,128.84,84.0,83.2,96.8,84.0,83.2,96.8,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0
BKO_E2_D4_03_Wasulunka_T,108.26,103.8,98.6,115.4,103.8,98.6,115.4,110.0,106.0,106.0,106.0,106.0,106.0,106.0,106.0
BKO_E1_D2_04_Maraka_T,101.71,89.4,101.2,89.0,89.4,101.2,89.0,88.0,92.0,88.0,88.0,88.0,88.0,88.0,88.0
BKO_E3_D5_01_Maraka_T,113.68,88.8,82.6,94.8,88.8,82.6,94.8,82.0,84.0,83.0,83.0,83.0,83.0,83.0,83.0
BKO_E3_D6_02_Suku_T,136.13,100.6,106.2,111.0,100.6,106.2,111.0,98.0,100.0,98.0,98.0,98.0,100.0,100.0,100.0
BKO_E2_D4_06_Manjanin_T,129.54,107.6,87.6,92.0,107.6,87.6,92.0,73.0,103.0,103.0,103.0,103.0,108.0,108.0,108.0
BKO_E1_D1_01_Suku_T,124.51,93.0,98.8,70.0,93.0,98.8,0.0,70.0,91.0,95.0,95.0,95.0,95.0,95.0,95.0
BKO_E3_D5_13_Suku_T,120.05,121.8,92.2,95.2,121.8,92.2,95.2,123.0,115.0,115.0,115.0,115.0,123.0,123.0,123.0
BKO_E1_D1_02_Maraka_T,102.87,107.4,100.0,97.8,107.4,100.0,97.8,77.0,102.0,101.0,101.0,101.0,101.0,101.0,101.0
BKO_E2_D3_05_Sandia_T,94.28,90.0,100.4,70.0,90.0,100.4,0.0,70.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
BKO_E2_D3_14_Maraka_T,111.02,89.2,79.8,111.2,89.2,79.8,111.2,113.0,109.0,113.0,113.0,113.0,75.0,75.0,75.0
BKO_E3_D6_03_Wasulunka_T,110.77,107.6,115.0,75.2,107.6,115.0,47.2,70.0,108.0,93.0,93.0,93.0,108.0,108.0,108.0
BKO_E2_D4_04_Dansa_T,97.34,73.0,73.4,70.0,73.0,73.4,0.0,70.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0
BKO_E3_D6_01_Maraka_T,115.33,84.8,110.0,116.0,84.8,110.0,116.0,115.0,115.0,78.0,78.0,78.0,78.0,78.0,78.0
BKO_E2_D4_02_Maraka_T,111.05,95.4,71.8,111.0,95.4,71.8,111.0,72.0,109.0,72.0,72.0,72.0,109.0,109.0,109.0
BKO_E2_D4_12_Suku_T,123.38,79.6,79.0,123.4,79.6,79.0,123.4,79.0,80.0,79.0,79.0,79.0,79.0,79.0,79.0
BKO_E2_D3_02_Suku_T,124.38,80.4,80.4,118.0,80.4,80.4,118.0,80.0,81.0,80.0,80.0,80.0,80.0,80.0,80.0
BKO_E1_D2_05_Wasulunka_T,129.41,95.0,94.4,70.0,95.0,94.4,0.0,70.0,93.0,93.0,93.0,93.0,95.0,95.0,95.0
BKO_E1_D1_04_Dansa_T,105.12,70.0,104.8,115.6,0.0,104.8,115.6,70.0,103.0,70.0,70.0,70.0,70.0,70.0,70.0
BKO_E1_D2_03_Suku_T,120.78,111.4,115.8,119.2,111.4,115.8,119.2,116.0,116.0,117.0,117.0,117.0,117.0,117.0,117.0
BKO_E2_D3_06_Manjanin_T,120.08,91.4,91.6,89.8,91.4,91.6,89.8,91.0,91.0,89.0,89.0,89.0,91.0,91.0,91.0
BKO_E1_D1_06_Manjanin_T,137.2,91.0,138.2,120.6,77.0,138.2,106.6,133.0,133.0,70.0,70.0,70.0,82.0,82.0,82.0
BKO_E3_D6_04_Sandia_T,106.26,101.0,103.2,124.2,87.0,103.2,110.2,109.0,109.0,109.0,109.0,109.0,109.0,109.0,109.0
BKO_E2_D3_01_Maraka_T,116.47,75.4,109.6,116.4,75.4,109.6,116.4,75.0,115.0,75.0,75.0,75.0,75.0,75.0,75.0
BKO_E3_D6_06_Manjanin_T,156.66,89.6,102.4,70.0,89.6,102.4,0.0,70.0,87.0,78.0,78.0,78.0,87.0,87.0,87.0
BKO_E3_D5_05_Sandia_T,102.12,97.6,106.6,90.4,97.6,106.6,90.4,79.0,100.0,94.0,94.0,94.0,99.0,99.0,99.0
BKO_E1_D1_03_Wasulunka_T,99.58,107.0,104.4,105.8,107.0,104.4,105.8,102.0,102.0,114.0,114.0,114.0,110.0,110.0,110.0
BKO_E1_D1_05_Sandia_T,98.42,119.0,91.6,70.0,119.0,91.6,0.0,70.0,88.0,104.0,104.0,104.0,104.0,104.0,104.0
BKO_E1_D2_07_Sandia_T,114.21,112.4,108.4,70.0,112.4,108.4,0.0,70.0,111.0,112.0,112.0,112.0,112.0,112.0,112.0
BKO_E2_D3_03_Wasulunka_T,107.01,73.8,101.0,86.4,73.8,101.0,86.4,106.0,75.0,72.0,72.0,72.0,74.0,74.0,74.0
BKO_E3_D5_06_Manjanin_T,114.75,112.4,97.4,96.4,112.4,97.4,82.4,113.0,113.0,102.0,102.0,102.0,118.0,118.0,118.0
BKO_E3_D6_10_Dansa_T,105.15,100.4,83.8,70.0,100.4,69.8,0.0,70.0,71.0,83.0,83.0,83.0,83.0,83.0,83.0
BKO_E3_D5_02_Suku_T,127.11,130.4,107.2,100.4,130.4,107.2,100.4,130.0,124.0,130.0,130.0,130.0,130.0,130.0,130.0
BKO_E3_D6_12_Suku_T,141.7,90.0,85.2,97.8,90.0,85.2,97.8,89.0,89.0,93.0,93.0,93.0,93.0,93.0,93.0
