piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,114.2,79.8,148.8,154.4,79.8,148.8,154.4,77.0,131.0,77.0,77.0,77.0,81.0,81.0,81.0
BKO_E2_D4_05_Sandia_T,91.98,102.0,70.8,83.4,102.0,70.8,83.4,72.0,72.0,72.0,72.0,72.0,74.0,74.0,74.0
BKO_E2_D4_01_Suku_T,128.84,88.8,100.6,60.0,88.8,100.6,0.0,60.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0
BKO_E2_D4_03_Wasulunka_T,108.26,147.6,124.0,163.2,147.6,124.0,163.2,104.0,163.0,165.0,165.0,165.0,165.0,165.0,165.0
BKO_E1_D2_04_Maraka_T,101.71,102.2,153.4,101.8,102.2,153.4,101.8,100.0,105.0,100.0,100.0,100.0,101.0,101.0,101.0
BKO_E3_D5_01_Maraka_T,113.68,91.6,84.8,107.6,91.6,84.8,107.6,89.0,87.0,85.0,85.0,85.0,89.0,89.0,89.0
BKO_E3_D6_02_Suku_T,136.13,103.4,87.6,60.0,103.4,87.6,0.0,60.0,87.0,87.0,87.0,87.0,96.0,96.0,96.0
BKO_E2_D4_06_Manjanin_T,129.54,104.0,101.0,94.2,104.0,101.0,94.2,73.0,102.0,102.0,102.0,102.0,102.0,102.0,102.0
BKO_E1_D1_01_Suku_T,124.51,93.8,93.6,63.2,93.8,93.6,51.2,65.0,91.0,96.0,96.0,96.0,94.0,94.0,94.0
BKO_E3_D5_13_Suku_T,120.05,109.8,118.0,110.0,109.8,118.0,110.0,119.0,119.0,81.0,81.0,81.0,94.0,94.0,94.0
BKO_E1_D1_02_Maraka_T,102.87,108.4,82.2,64.8,108.4,82.2,64.8,62.0,77.0,78.0,78.0,78.0,97.0,97.0,97.0
BKO_E2_D3_05_Sandia_T,94.28,74.2,95.2,60.0,74.2,95.2,0.0,60.0,73.0,73.0,73.0,73.0,73.0,73.0,73.0
BKO_E2_D3_14_Maraka_T,111.02,122.8,103.6,111.2,122.8,103.6,111.2,74.0,111.0,74.0,74.0,74.0,108.0,108.0,108.0
BKO_E3_D6_03_Wasulunka_T,110.77,115.6,150.0,60.0,115.6,150.0,0.0,60.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
BKO_E2_D4_04_Dansa_T,97.34,88.6,74.0,82.2,88.6,74.0,82.2,75.0,75.0,75.0,75.0,75.0,76.0,76.0,76.0
BKO_E3_D6_01_Maraka_T,115.33,91.8,116.6,115.6,91.8,116.6,115.6,115.0,115.0,77.0,77.0,77.0,82.0,82.0,82.0
BKO_E2_D4_02_Maraka_T,111.05,95.4,88.0,111.0,95.4,88.0,111.0,111.0,111.0,72.0,72.0,72.0,108.0,108.0,108.0
BKO_E2_D4_12_Suku_T,123.38,82.8,114.4,123.2,82.8,114.4,123.2,79.0,122.0,79.0,79.0,79.0,79.0,79.0,79.0
BKO_E2_D3_02_Suku_T,124.38,99.0,80.6,124.6,99.0,80.6,124.6,80.0,82.0,80.0,80.0,80.0,81.0,81.0,81.0
BKO_E1_D2_05_Wasulunka_T,129.41,96.6,99.2,60.0,96.6,99.2,0.0,60.0,93.0,92.0,92.0,92.0,98.0,98.0,98.0
BKO_E1_D1_04_Dansa_T,105.12,92.2,74.8,105.2,92.2,74.8,105.2,67.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
BKO_E1_D2_03_Suku_T,120.78,106.8,126.6,167.0,106.8,126.6,167.0,117.0,118.0,117.0,117.0,117.0,117.0,117.0,117.0
BKO_E2_D3_06_Manjanin_T,120.08,131.0,78.8,90.0,131.0,78.8,90.0,90.0,90.0,120.0,120.0,120.0,120.0,120.0,120.0
BKO_E1_D1_06_Manjanin_T,137.2,60.0,121.6,60.0,0.0,121.6,0.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
BKO_E3_D6_04_Sandia_T,106.26,121.0,93.8,68.8,121.0,93.8,56.8,112.0,100.0,112.0,112.0,112.0,112.0,112.0,112.0
BKO_E2_D3_01_Maraka_T,116.47,93.8,101.4,116.2,93.8,101.4,116.2,115.0,115.0,75.0,75.0,75.0,77.0,77.0,77.0
BKO_E3_D6_06_Manjanin_T,156.66,116.4,127.2,60.0,116.4,127.2,0.0,60.0,83.0,78.0,78.0,78.0,85.0,85.0,85.0
BKO_E3_D5_05_Sandia_T,102.12,101.4,160.6,107.0,101.4,160.6,107.0,115.0,111.0,84.0,84.0,84.0,102.0,102.0,102.0
BKO_E1_D1_03_Wasulunka_T,99.58,133.4,118.0,94.8,133.4,118.0,94.8,111.0,111.0,111.0,111.0,111.0,123.0,123.0,123.0
BKO_E1_D1_05_Sandia_T,98.42,101.8,122.8,60.0,101.8,122.8,0.0,60.0,98.0,88.0,88.0,88.0,98.0,98.0,98.0
BKO_E1_D2_07_Sandia_T,114.21,109.4,107.6,60.0,109.4,107.6,0.0,60.0,102.0,113.0,113.0,113.0,113.0,113.0,113.0
BKO_E2_D3_03_Wasulunka_T,107.01,132.6,92.0,136.8,132.6,92.0,136.8,75.0,125.0,75.0,75.0,75.0,126.0,126.0,126.0
BKO_E3_D5_06_Manjanin_T,114.75,143.8,111.0,93.0,143.8,111.0,93.0,99.0,112.0,114.0,114.0,114.0,153.0,153.0,153.0
BKO_E3_D6_10_Dansa_T,105.15,111.4,60.0,60.0,111.4,0.0,0.0,60.0,60.0,82.0,82.0,82.0,82.0,82.0,82.0
BKO_E3_D5_02_Suku_T,127.11,159.8,118.8,85.6,159.8,118.8,85.6,81.0,93.0,175.0,175.0,175.0,175.0,175.0,175.0
BKO_E3_D6_12_Suku_T,141.7,138.8,103.8,60.0,138.8,103.8,0.0,60.0,89.0,91.0,91.0,91.0,145.0,145.0,145.0
