piece,bpm,X_a,Y_a,Z_a,X_b,Y_b,Z_b,bpm_mode,bpm_median,mode_x,mode_y,mode_z,median_x,median_y,median_z
BKO_E3_D5_03_Wasulunka_T,114.2,105.0,106.4,110.2,105.0,106.4,110.2,111.0,112.0,92.0,92.0,92.0,111.0,111.0,111.0
BKO_E2_D4_05_Sandia_T,91.98,111.6,116.6,91.6,111.6,116.6,91.6,93.0,114.0,92.0,92.0,92.0,114.0,114.0,114.0
BKO_E2_D4_01_Suku_T,128.84,89.2,116.4,97.0,89.2,116.4,97.0,94.0,97.0,94.0,94.0,94.0,94.0,94.0,94.0
BKO_E2_D4_03_Wasulunka_T,108.26,107.4,112.4,109.2,107.4,112.4,109.2,106.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0
BKO_E1_D2_04_Maraka_T,101.71,85.2,86.6,91.4,85.2,86.6,91.4,74.0,87.0,87.0,87.0,87.0,87.0,87.0,87.0
BKO_E3_D5_01_Maraka_T,113.68,112.0,93.6,113.0,112.0,93.6,113.0,111.0,110.0,93.0,93.0,93.0,109.0,109.0,109.0
BKO_E3_D6_02_Suku_T,136.13,80.4,79.0,104.6,80.4,79.0,104.6,71.0,81.0,81.0,81.0,81.0,81.0,81.0,81.0
BKO_E2_D4_06_Manjanin_T,129.54,123.6,99.0,80.6,123.6,99.0,80.6,81.0,91.0,138.0,138.0,138.0,138.0,138.0,138.0
BKO_E1_D1_01_Suku_T,124.51,94.4,99.6,118.2,94.4,99.6,118.2,96.0,97.0,89.0,89.0,89.0,97.0,97.0,97.0
BKO_E3_D5_13_Suku_T,120.05,99.6,103.0,89.4,99.6,103.0,89.4,94.0,94.0,94.0,94.0,94.0,98.0,98.0,98.0
BKO_E1_D1_02_Maraka_T,102.87,93.6,88.0,102.6,93.6,88.0,102.6,99.0,99.0,79.0,79.0,79.0,99.0,99.0,99.0
BKO_E2_D3_05_Sandia_T,94.28,100.6,108.2,94.4,100.6,108.2,94.4,94.0,95.0,71.0,71.0,71.0,119.0,119.0,119.0
BKO_E2_D3_14_Maraka_T,111.02,99.2,81.2,83.6,99.2,81.2,83.6,80.0,82.0,79.0,79.0,79.0,82.0,82.0,82.0
BKO_E3_D6_03_Wasulunka_T,110.77,73.2,82.6,97.0,73.2,82.6,69.0,70.0,80.0,70.0,70.0,70.0,71.0,71.0,71.0
BKO_E2_D4_04_Dansa_T,97.34,101.4,104.0,97.4,101.4,104.0,97.4,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
BKO_E3_D6_01_Maraka_T,115.33,101.0,108.8,115.0,101.0,108.8,115.0,114.0,114.0,78.0,78.0,78.0,113.0,113.0,113.0
BKO_E2_D4_02_Maraka_T,111.05,108.2,91.6,111.2,108.2,91.6,111.2,111.0,111.0,131.0,131.0,131.0,96.0,96.0,96.0
BKO_E2_D4_12_Suku_T,123.38,117.0,104.2,92.4,117.0,104.2,92.4,92.0,93.0,123.0,123.0,123.0,123.0,123.0,123.0
BKO_E2_D3_02_Suku_T,124.38,91.4,102.0,93.2,91.4,102.0,93.2,93.0,93.0,90.0,90.0,90.0,90.0,90.0,90.0
BKO_E1_D2_05_Wasulunka_T,129.41,106.6,123.2,128.8,106.6,123.2,128.8,130.0,128.0,92.0,92.0,92.0,101.0,101.0,101.0
BKO_E1_D1_04_Dansa_T,105.12,100.8,100.6,104.6,100.8,100.6,104.6,90.0,104.0,99.0,99.0,99.0,100.0,100.0,100.0
BKO_E1_D2_03_Suku_T,120.78,76.6,92.6,121.0,76.6,92.6,121.0,72.0,93.0,72.0,72.0,72.0,73.0,73.0,73.0
BKO_E2_D3_06_Manjanin_T,120.08,103.2,114.4,90.0,103.2,114.4,90.0,90.0,91.0,90.0,90.0,90.0,92.0,92.0,92.0
BKO_E1_D1_06_Manjanin_T,137.2,98.4,85.8,119.8,98.4,85.8,119.8,72.0,74.0,72.0,72.0,72.0,73.0,73.0,73.0
BKO_E3_D6_04_Sandia_T,106.26,87.8,89.4,91.4,87.8,89.4,91.4,88.0,88.0,81.0,81.0,81.0,88.0,88.0,88.0
BKO_E2_D3_01_Maraka_T,116.47,85.6,81.2,116.6,85.6,81.2,116.6,84.0,85.0,83.0,83.0,83.0,85.0,85.0,85.0
BKO_E3_D6_06_Manjanin_T,156.66,77.4,88.8,99.8,77.4,88.8,99.8,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0
BKO_E3_D5_05_Sandia_T,102.12,89.8,92.2,102.4,89.8,92.2,102.4,99.0,99.0,70.0,70.0,70.0,84.0,84.0,84.0
BKO_E1_D1_03_Wasulunka_T,99.58,94.6,81.2,100.0,94.6,81.2,100.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0
BKO_E1_D1_05_Sandia_T,98.42,108.6,86.0,102.4,108.6,86.0,102.4,89.0,98.0,88.0,88.0,88.0,121.0,121.0,121.0
BKO_E1_D2_07_Sandia_T,114.21,115.2,95.0,98.0,115.2,95.0,98.0,86.0,90.0,143.0,143.0,143.0,130.0,130.0,130.0
BKO_E2_D3_03_Wasulunka_T,107.01,88.6,88.0,106.8,88.6,88.0,106.8,75.0,106.0,75.0,75.0,75.0,77.0,77.0,77.0
BKO_E3_D5_06_Manjanin_T,114.75,115.6,113.8,114.2,115.6,113.8,114.2,117.0,115.0,117.0,117.0,117.0,117.0,117.0,117.0
BKO_E3_D6_10_Dansa_T,105.15,107.2,107.8,94.0,107.2,107.8,94.0,110.0,106.0,110.0,110.0,110.0,110.0,110.0,110.0
BKO_E3_D5_02_Suku_T,127.11,99.4,75.8,114.4,99.4,75.8,114.4,77.0,90.0,130.0,130.0,130.0,90.0,90.0,90.0
BKO_E3_D6_12_Suku_T,141.7,89.4,96.2,88.0,89.4,96.2,88.0,93.0,93.0,84.0,84.0,84.0,91.0,91.0,91.0
